No;URL;Title;price;Attributes1;Attributes2;Attributes3;Attributes4
18;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411048;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;1.37;黄色;12-24v;单色;6mm
19;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411049;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;1.96;黄色;12-24v;单色;8mm
20;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411050;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;2.45;黄色;12-24v;单色;10mm
21;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411051;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;2.94;黄色;12-24v;单色;12mm
22;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411053;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;2.94;黄色;12-24v;双色（红绿）;8mm
23;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411054;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;3.43;黄色;12-24v;双色（红绿）;10mm
24;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411055;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;3.92;黄色;12-24v;双色（红绿）;12mm
25;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411064;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;1.37;绿色;3-6v;单色;6mm
26;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411065;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;1.96;绿色;3-6v;单色;8mm
27;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411066;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;2.45;绿色;3-6v;单色;10mm
28;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411067;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;2.94;绿色;3-6v;单色;12mm
29;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411069;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;2.94;绿色;3-6v;双色（红绿）;8mm
30;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411070;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;3.43;绿色;3-6v;双色（红绿）;10mm
31;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411071;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;3.92;绿色;3-6v;双色（红绿）;12mm
32;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411072;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;1.37;绿色;12-24v;单色;6mm
33;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411073;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;1.96;绿色;12-24v;单色;8mm
34;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411074;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;2.45;绿色;12-24v;单色;10mm
35;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411075;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;2.94;绿色;12-24v;单色;12mm
36;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411077;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;2.94;绿色;12-24v;双色（红绿）;8mm
37;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411078;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;3.43;绿色;12-24v;双色（红绿）;10mm
38;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411079;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;3.92;绿色;12-24v;双色（红绿）;12mm
39;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411088;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;1.37;红色;3-6v;单色;6mm
40;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411089;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;1.96;红色;3-6v;单色;8mm
41;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411090;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;2.45;红色;3-6v;单色;10mm
42;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411091;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;2.94;红色;3-6v;单色;12mm
43;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411093;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;2.45;红色;3-6v;双色（红绿）;8mm
44;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411094;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;2.94;红色;3-6v;双色（红绿）;10mm
45;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411095;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;3.43;红色;3-6v;双色（红绿）;12mm
46;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411096;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;1.37;红色;12-24v;单色;6mm
47;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411097;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;1.96;红色;12-24v;单色;8mm
48;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411098;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;2.45;红色;12-24v;单色;10mm
49;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411099;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;2.94;红色;12-24v;单色;12mm
50;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411101;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;2.45;红色;12-24v;双色（红绿）;8mm
51;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411102;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;2.94;红色;12-24v;双色（红绿）;10mm
52;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411103;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;3.43;红色;12-24v;双色（红绿）;12mm
53;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411112;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;1.37;蓝色;3-6v;单色;6mm
54;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411113;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;1.96;蓝色;3-6v;单色;8mm
55;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411114;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;2.45;蓝色;3-6v;单色;10mm
56;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411115;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;2.94;蓝色;3-6v;单色;12mm
57;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411117;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;2.45;蓝色;3-6v;双色（红绿）;8mm
58;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411118;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;2.94;蓝色;3-6v;双色（红绿）;10mm
59;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411119;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;3.43;蓝色;3-6v;双色（红绿）;12mm
60;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411120;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;1.37;蓝色;12-24v;单色;6mm
61;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411121;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;1.96;蓝色;12-24v;单色;8mm
62;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411122;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;2.45;蓝色;12-24v;单色;10mm
63;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411123;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;2.94;蓝色;12-24v;单色;12mm
64;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411125;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;2.45;蓝色;12-24v;双色（红绿）;8mm
65;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411126;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;2.94;蓝色;12-24v;双色（红绿）;10mm
66;https://item.taobao.com/item.htm?spm=a1z09.2.0.0.749c2e8d28q1xe&id=653532162819&_u=82n471m91b3e&skuId=4889638411127;金属指示灯6/8/10/12mm防水小型发光电源信号LED带线3V 12V 220V;3.43;蓝色;12-24v;双色（红绿）;12mm
